"X","id","username","location","userop","quote","rating","date","reviewnospace","page","titleopinion","SentimentValue","SentimentCore","pos","neg"
953,"rn216229045","Gardesh76","London","120 reviews","Even if you are not art lover this is recommended !",5,"2014-07-19","Not that I am not art lover but in most cases don't understand it unless it is scientifically based.<br>So the only reason I managed to get to Figueres was because I was within 50kliometers and thought to give it a try! I was so happy that I did ! We travelled to Figurese in the car and found the parking by a chance conveniently but a bit pricey more than London say !<br>Found the Museum easily but the queue was a genuine half a mile or a kilometre ""visible "" as most of members of families in the queue stay out of blazing Sun as ours did and fetched some ice cream to enable me to endure the waiting game!<br>Once you are in all your heat exhaustion and waits are forgotten with all the amazing stuff on display .You see a good bit on the net but I will strongly recommend to go and see and set yourself a little exercise to work put what did Dali take to come up with those ideas?!",96,"Even if you are not art lover this is recommended !. Not that I am not art lover but in most cases don't understand it unless it is scientifically based. So the only reason I managed to get to Figueres was because I was within 50kliometers and thought to give it a try! I was so happy that I did ! We travelled to Figurese in the car and found the parking by a chance conveniently but a bit pricey more than London say ! Found the Museum easily but the queue was a genuine half a mile or a kilometre  visible   as most of members of families in the queue stay out of blazing Sun as ours did and fetched some ice cream to enable me to endure the waiting game! Once you are in all your heat exhaustion and waits are forgotten with all the amazing stuff on display .You see a good bit on the net but I will strongly recommend to go and see and set yourself a little exercise to work put what did Dali take to come up with those ideas?!","positive","positive",5,4
954,"rn216202447","CorneCapeTown","Cape Town, South Africa","169 reviews","A sight to behold",5,"2014-07-19","Definitely worth a visit. We took our teenage kids to the museum and even they were fascinated. Entrance to the museum, as well as the jewel museum, was 12 Euro per adult and 9 Euro per child. Children under 8 may enter free of charge- although I cannot see any child of that age enjoying the outing. Go early as the crowds get hectic later in the day. <br>We chose the combination tickets and bought them online. This allowed us to simply walk past the long line of people still waiting to gain entry and enter through the door marked “Groups”, in the square, at the main entrance. Just go around the corner first to collect your tickets (with your print-out) at a ticket office dedicated to online purchases only. This is on the side of the building where the road is open to vehicle traffic. There is also a parking garage on another side of the building, which prevents you having to run back to pay parking every hour or so. <br>While I am no artist and in fact know very little about art, it was incredible to see how very talented Dali was and how diverse his talent was. His passion for art, both realistic and surreal, his use of technology in art, his love for his wife Dala and his dedication to his craft leaves one with food for thought for days afterwards. Do get a brochure, as the building has several hallways and one tends to get lost or entering the same space a second time if you don't follow the numbers to the designated areas in numerical order.<br>If you are not a fan of jewelry design then don’t bother with the jewelry museum. But if you are, then do purchase the combined ticket. The designs are over the top, bold, intricate and each one leads one to wonder about the type of person who would have been daring/enlightened/playful enough at the time to wear his creations",96,"A sight to behold. Definitely worth a visit. We took our teenage kids to the museum and even they were fascinated. Entrance to the museum, as well as the jewel museum, was 12 Euro per adult and 9 Euro per child. Children under 8 may enter free of charge- although I cannot see any child of that age enjoying the outing. Go early as the crowds get hectic later in the day.  We chose the combination tickets and bought them online. This allowed us to simply walk past the long line of people still waiting to gain entry and enter through the door marked “Groups”, in the square, at the main entrance. Just go around the corner first to collect your tickets (with your print-out) at a ticket office dedicated to online purchases only. This is on the side of the building where the road is open to vehicle traffic. There is also a parking garage on another side of the building, which prevents you having to run back to pay parking every hour or so.  While I am no artist and in fact know very little about art, it was incredible to see how very talented Dali was and how diverse his talent was. His passion for art, both realistic and surreal, his use of technology in art, his love for his wife Dala and his dedication to his craft leaves one with food for thought for days afterwards. Do get a brochure, as the building has several hallways and one tends to get lost or entering the same space a second time if you don't follow the numbers to the designated areas in numerical order. If you are not a fan of jewelry design then don’t bother with the jewelry museum. But if you are, then do purchase the combined ticket. The designs are over the top, bold, intricate and each one leads one to wonder about the type of person who would have been daring/enlightened/playful enough at the time to wear his creations","positive","negative",5,10
956,"rn215207737","CountyStaggie","Dingwall, United Kingdom","22 reviews","Simple question .... Why?",1,"2014-07-13","Really just don't get this. No attraction to this. If I were to deface a local attraction to where I were born in this manner, I would be placed in prison!!; utter nonsense..",96,"Simple question .... Why?. Really just don't get this. No attraction to this. If I were to deface a local attraction to where I were born in this manner, I would be placed in prison!!; utter nonsense..","negative","negative",0,4
957,"rn215139409","varth","Melbourne, Australia","52 reviews","Impressive",4,"2014-07-13","A must see for Dali fans and art lovers alike. The museum itself is art. As soon as you walk in you are surrounded by Dali's unique taste and its fascinating. It can get very crowded.",96,"Impressive. A must see for Dali fans and art lovers alike. The museum itself is art. As soon as you walk in you are surrounded by Dali's unique taste and its fascinating. It can get very crowded.","positive","positive",2,1
958,"rn214618436","DennisTownson","Marmande, France","15 reviews","The Dali museum, Figueres Spain.",4,"2014-07-10","I am not a fan of Dali's work but when my sister and niece were visiting they asked to go there on route to Barcelona.<br>Figueres is just over the border from France on the Mediterranean side of the Pyrenees and easily accessible from the autopista.There is a big multistory car park next door.<br>I had made up my mind I didn't like Dali's work and was pleasantly surprised to see some really good paintings although a lot of the weird stuff as well, a tree growing out of a car for instance.<br>If nearby its worth a visit even to a person, like me, who doesn't like that type of art, for the affectionado a must if you are down that way.",96,"The Dali museum, Figueres Spain.. I am not a fan of Dali's work but when my sister and niece were visiting they asked to go there on route to Barcelona. Figueres is just over the border from France on the Mediterranean side of the Pyrenees and easily accessible from the autopista.There is a big multistory car park next door. I had made up my mind I didn't like Dali's work and was pleasantly surprised to see some really good paintings although a lot of the weird stuff as well, a tree growing out of a car for instance. If nearby its worth a visit even to a person, like me, who doesn't like that type of art, for the affectionado a must if you are down that way.","positive","negative",1,4
959,"rn214537687","Carolyn B","Bloomingdale, NJ","265 reviews","Very crowded and no audio guide",4,"2014-07-09","This museum is fun, but battling the crowds is not fun. I much prefer the Dali museum in Florida. Also, there are no audio guides, and some of the works are baffling, even to Dali fans. We eventually bought a book, small enough to carry around in their gift shop and that did help a bit. I don't think it's accessible. I wouldn't skip the museum, but if you do go, make a stop in the nearby town of Girona. Walk through the old quarter there--don't miss it!",96,"Very crowded and no audio guide. This museum is fun, but battling the crowds is not fun. I much prefer the Dali museum in Florida. Also, there are no audio guides, and some of the works are baffling, even to Dali fans. We eventually bought a book, small enough to carry around in their gift shop and that did help a bit. I don't think it's accessible. I wouldn't skip the museum, but if you do go, make a stop in the nearby town of Girona. Walk through the old quarter there--don't miss it!","positive","negative",2,6
960,"rn214361352","neilyd","Epsom, United Kingdom","52 reviews","Dali heaven",4,"2014-07-08","A must see for Dali fans. Thoroughly enjoyable day out. We booked this as an excursion through Thomson &amp; were treated well by the excursion company.",96,"Dali heaven. A must see for Dali fans. Thoroughly enjoyable day out. We booked this as an excursion through Thomson &amp; were treated well by the excursion company.","positive","positive",3,1
961,"rn214344019","Ethelethel","Monterey, California","54 reviews","Brilliant, but crowded",4,"2014-07-08","This was my first stop on the Dali trail. The museum itself is super and interactive (thus, the ""theater"" in its name).<br><br>However, there are no audio guides and so it's easy to miss hidden things. I was very lucky to be standing near a group that had hired an outstanding English guide. <br><br>I eavesdropped now and then and the museum, Dali, and his wife Gala came alive for me. It also helped make sense at the Dali house in Cadaques the next day. I wish I had hired Nik Duserm, the guide, myself. <br><br>The very bad part is that photography is allowed and people block things as they photograph. Hey, folks...take a look at the art. You're there. It's alive!<br><br>Aside from having to fight to see the art, it's a wonderful place. <br><br>And take 1 euro and 20 cent coins for the interactive exhibits. <br></p>",97,"Brilliant, but crowded. This was my first stop on the Dali trail. The museum itself is super and interactive (thus, the  theater  in its name).  However, there are no audio guides and so it's easy to miss hidden things. I was very lucky to be standing near a group that had hired an outstanding English guide.   I eavesdropped now and then and the museum, Dali, and his wife Gala came alive for me. It also helped make sense at the Dali house in Cadaques the next day. I wish I had hired Nik Duserm, the guide, myself.   The very bad part is that photography is allowed and people block things as they photograph. Hey, folks...take a look at the art. You're there. It's alive!  Aside from having to fight to see the art, it's a wonderful place.   And take 1 euro and 20 cent coins for the interactive exhibits.   ","positive","negative",3,7
962,"rn214298888","Jurgen B","Brussels, Belgium","1,003 reviews","the jewelry is the best",4,"2014-07-08","sad that we had to rush in the end - good museum but the most crowded i have ever seen - the ""big"" works of dali aren't there, but is certainly worth the visit",97,"the jewelry is the best. sad that we had to rush in the end - good museum but the most crowded i have ever seen - the  big  works of dali aren't there, but is certainly worth the visit","positive","positive",2,0
963,"rn214142300","Vikongo","Sant Cugat del Valles, Spain","112 reviews","A required visit if in Alt Empordá",5,"2014-07-07","If you are visiting the region, make sure to find time to visit this surprising museum.<br><br>Dalí is not everybody's cup of tea, but this museum will probably make you get a more balanced opinión on his art.<br><br>It covers the different phases of his artistic evolution, and also offers curious installations and mixed art forms, which adds to the legend of the artist's genius.<br><br>There is a parking house right behind the museum, which is the most convenient place to park, if you are coming by car.",97,"A required visit if in Alt Empordá. If you are visiting the region, make sure to find time to visit this surprising museum.  Dalí is not everybody's cup of tea, but this museum will probably make you get a more balanced opinión on his art.  It covers the different phases of his artistic evolution, and also offers curious installations and mixed art forms, which adds to the legend of the artist's genius.  There is a parking house right behind the museum, which is the most convenient place to park, if you are coming by car.","positive","neutral",3,3
964,"rn213355110","conquistador2003","Chicago, Illinois","126 reviews","Of Course It's #1 in Figueres",4,"2014-07-02","We took a side trip from Barcelona to Figueres just to see this museum. Dali Museum is the number #1 reason tourists flock to Figueres. I kid you not, ""flock"" is the right word. It gets extremely crowded. A lot of organized tours are bussed in, and being a relatively small building, it is very difficult to make your way through the crowds. Perhaps afternoon visit is a better option. We intended to spend about 3 hours there, and ended up spending twice as much due to the crowds. Don't forget to visit the Dali Jewels exhibit which has a separate entrance.<br>Personally I prefer The Dali Museum in St. Petersburg, Florida. It has a much more representative Dali collection.",97,"Of Course It's #1 in Figueres. We took a side trip from Barcelona to Figueres just to see this museum. Dali Museum is the number #1 reason tourists flock to Figueres. I kid you not,  flock  is the right word. It gets extremely crowded. A lot of organized tours are bussed in, and being a relatively small building, it is very difficult to make your way through the crowds. Perhaps afternoon visit is a better option. We intended to spend about 3 hours there, and ended up spending twice as much due to the crowds. Don't forget to visit the Dali Jewels exhibit which has a separate entrance. Personally I prefer The Dali Museum in St. Petersburg, Florida. It has a much more representative Dali collection.","positive","negative",0,7
965,"rn213270761","CharlesFinley","Washington DC, District of Columbia","60 reviews","Makes you think, but a must see just to appreciate",4,"2014-07-02","The setting is an old theater, and the museum planners use the space efficiently. Dali's work is amazing, from portraits that look like photographs to stereography to jewelry to sculpture. All the famous melted clocks are here, and the various phases of his work are clearly illustrated with large numbers of his work. In order to understand all the symbology (which is everywhere in his art), I recommend a good book beforehand to explain why he uses drawers in figures, the origin and meaning of the clocks, and others. Visitors will not be disappointed - this is an amazing museum holding the works of a true genius, though at times I admit I was puzzled by his work. It is two exhibits - the theater with his art, and a separate exhibit hall for his jewelry. If you are anywhere within range of Figueres, Dali's birthplace, it is worth the time to visit.",97,"Makes you think, but a must see just to appreciate. The setting is an old theater, and the museum planners use the space efficiently. Dali's work is amazing, from portraits that look like photographs to stereography to jewelry to sculpture. All the famous melted clocks are here, and the various phases of his work are clearly illustrated with large numbers of his work. In order to understand all the symbology (which is everywhere in his art), I recommend a good book beforehand to explain why he uses drawers in figures, the origin and meaning of the clocks, and others. Visitors will not be disappointed - this is an amazing museum holding the works of a true genius, though at times I admit I was puzzled by his work. It is two exhibits - the theater with his art, and a separate exhibit hall for his jewelry. If you are anywhere within range of Figueres, Dali's birthplace, it is worth the time to visit.","positive","positive",8,1
966,"rn213149542","celtlassD","Hawley, Pennsylvania","129 reviews","Unique Museum",5,"2014-07-01","Had a wonderful visit in this lovely museum, the atrium with its own sculptures and planting, the theater, and the galleries on (I think ) three floors were all wonderful. An additional treat is the ""Masterpiece Room"" housing pieces from Dali's collection including some dutch masters and a Bouegereau. We had two hours (including visiting the jewelry museum next door - worth a separate review) and it was ""just"" enough.",97,"Unique Museum. Had a wonderful visit in this lovely museum, the atrium with its own sculptures and planting, the theater, and the galleries on (I think ) three floors were all wonderful. An additional treat is the  Masterpiece Room  housing pieces from Dali's collection including some dutch masters and a Bouegereau. We had two hours (including visiting the jewelry museum next door - worth a separate review) and it was  just  enough.","positive","positive",3,1
967,"rn213116376","tatayeoli","bucarest","8 reviews","don't miss it!",5,"2014-07-01","I was in a vacantion with my wife at Lloret de Mar (Costa Brava, Spain) and we visited this theatre museum in Figueres (buses from hour to hour from and to, 20 euros/pers). This is a place you do not have to miss if you are at Costa Brava. It was amaizing , interesting and, why not, educational. Salvador Dali was one of the greatest artists of the world. Before visiting the museum, read something about the life and the work of Salvador Dali!",97,"don't miss it!. I was in a vacantion with my wife at Lloret de Mar (Costa Brava, Spain) and we visited this theatre museum in Figueres (buses from hour to hour from and to, 20 euros/pers). This is a place you do not have to miss if you are at Costa Brava. It was amaizing , interesting and, why not, educational. Salvador Dali was one of the greatest artists of the world. Before visiting the museum, read something about the life and the work of Salvador Dali!","positive","negative",2,4
968,"rn212687986","LinaCEB","Oslo, Norway","22 reviews","Worth visiting",5,"2014-06-29","This is a wonderful museum. The art, the history, the architecture of the building, everything is amazing. We went here for one day only, we drove from France, and we did not get a good impression of the town of Figueres, a day visit is good enough.",97,"Worth visiting. This is a wonderful museum. The art, the history, the architecture of the building, everything is amazing. We went here for one day only, we drove from France, and we did not get a good impression of the town of Figueres, a day visit is good enough.","positive","positive",5,1
969,"rn212651429","daisychains58","Forster, Australia","11 reviews","Fantastic!!",5,"2014-06-29","This museum gallery was a highlight of a 9 week trip. It is full of the most unusual and brilliant art, paintings, sculptures and jewellery I have ever seen. Get there at opening time to avoid queues.<br>A very worthwhile visit about an hour away from Barcelona and a lovely friendly small village to visit as well.",97,"Fantastic!!. This museum gallery was a highlight of a 9 week trip. It is full of the most unusual and brilliant art, paintings, sculptures and jewellery I have ever seen. Get there at opening time to avoid queues. A very worthwhile visit about an hour away from Barcelona and a lovely friendly small village to visit as well.","positive","positive",4,1
970,"rn211582048","DoctorJoeE","Belleville, New Jersey","137 reviews","Maybe the Best Single-Artist Museum in the World",5,"2014-06-22","Holy smokes.<br>To state my biases straight out, I'm not a huge museum guy -- call me what you will, but if it's not the Met in NY, the British Museum, or the Louvre, and it's not raining cats &amp; dogs, I'd much rather do something (anything) else, particularly if it's a museum devoted to a single artist, which is usually a much larger display of ego than of art. <br>But WOW! <br>The Dali Museum is simply overwhelming, and you must go, even if you hate museums or surrealism or both. <br>There are many famous works, including the monumental ""Rainy Cadillac"" (Dali's '41 Caddy convertible with a fat lady on the hood, dummy passengers getting rained on inside, and a boat on a flagpole high overhead); the Palace of the Wind room with its magnificent ceiling fresco; and the ever popular Mae West room; but in a sense the Museum as a whole is itself a work of art -- maybe even Dali's masterpiece -- because it, and everything in it, was conceived and designed by the artist himself as a collective sensory experience -- a Cliff's Notes of surrealism, if you will. Dali literally gave this project his ""all"" -- he's buried here, and his grave lies among the exhibits! <br>Don't forget the jewelry collection (included in admission price) -- not really jewelry so much as sculpture using gold &amp; precious stones as the media of expression -- magnificent stuff. <br>There is little other reason to visit Figueres, IMO, but this museum is more than enough reason all by itself.<br>Stay at the El Moli bed-and-breakfast nearby (see my review), and drink it all in. It's an experience simply not to be missed.",97,"Maybe the Best Single-Artist Museum in the World. Holy smokes. To state my biases straight out, I'm not a huge museum guy -- call me what you will, but if it's not the Met in NY, the British Museum, or the Louvre, and it's not raining cats &amp; dogs, I'd much rather do something (anything) else, particularly if it's a museum devoted to a single artist, which is usually a much larger display of ego than of art.  But WOW!  The Dali Museum is simply overwhelming, and you must go, even if you hate museums or surrealism or both.  There are many famous works, including the monumental  Rainy Cadillac  (Dali's '41 Caddy convertible with a fat lady on the hood, dummy passengers getting rained on inside, and a boat on a flagpole high overhead); the Palace of the Wind room with its magnificent ceiling fresco; and the ever popular Mae West room; but in a sense the Museum as a whole is itself a work of art -- maybe even Dali's masterpiece -- because it, and everything in it, was conceived and designed by the artist himself as a collective sensory experience -- a Cliff's Notes of surrealism, if you will. Dali literally gave this project his  all  -- he's buried here, and his grave lies among the exhibits!  Don't forget the jewelry collection (included in admission price) -- not really jewelry so much as sculpture using gold &amp; precious stones as the media of expression -- magnificent stuff.  There is little other reason to visit Figueres, IMO, but this museum is more than enough reason all by itself. Stay at the El Moli bed-and-breakfast nearby (see my review), and drink it all in. It's an experience simply not to be missed.","positive","negative",2,6
971,"rn211532254","DarkWidow","Bucharest, Romania","63 reviews","An art museum like no other",5,"2014-06-22","For anyone considering taking the train from Barcelona to Figueres, I strongly recommend doing so, if you're looking to save the money you would otherwise invest in an organized tour.<br><br>Getting there is easy and only involves getting a ticket worth 16 Euros for a one way trip. Trains leave frequently, from early morning, until late into the night, so you have plenty of options to choose from as you plan your travel.<br><br>Arriving to the museum from the train station isn't nearly as difficult as I had imagined. I wasn't able to download a detailed map connecting the train station to the Museum beforehand, but there are free (hard copy) maps you can get from the information center, right before exiting the station, together with any other directions you might need. The staff working there and selling tickets also speaks English, so you needn't worry about any communication barriers at all.<br><br>The train ride takes under two hours one way and is pretty simple to figure out IF the display screens announcing the next station inside the train compartment actually work! They didn't on our way back, so I suggest you sit close to other locals and ask for your stop, just to be on the safe side. If you're getting off at Barcelona, make sure you remember the name of your exact stop, as there are several ""Barcelona"" stations, that aren't close to each other.<br><br>As other reviewers have mentioned, the museum itself doesn't have a clear route to follow once inside. But, seeing as this was Dali's own wish and is just another sign of his eccentricity, you should allow yourself to get lost in the madness of the museum, and enjoy it to the fullest.<br><br>What did bother me, though, was the fact that the brochure they give you at the entrance contains Dali's art works that have since been moved from the museum! This was not mentioned anywhere and caused a lot of confusion, since we were left under the impression that we had omitted seeing them in the rooms pointed out on our map. To make matters worse, when I asked one of the museum guards where we could find the pieces shown in the brochure we had received on arrival (i.e. in which room they were displayed), she just nonchalantly shrugged and told us that she didn't know.<br><br>It was only when I found a different guard who was kind enough to try to explain to me - in Spanish (none of them spoke English) - that some works had been given to other museums around the world, that we realized that they had thus made all the brochures that were being given out useless.<br><br>All in all, the Dali Theater Museum is definitely something worth experiencing, if not to get a better understanding of Dali, then at least to enjoy the opportunity to witness the creative eccentricity of an artist like no other. <br>Go there and stand in awe of his undying love for Gala, watch his art works, admire his installations, take in his paintings, his sketches, his statues, his unique jewelry (some of which is moving!) and remember to always look at everything both within close range, as well as after taking a few steps back, as Dali was a mastermind of illusion and he loved playing tricks on the eye. (I only noticed what some of the objects hanging off of the museum walls created as a whole, after looking over the pictures I took, when I got home, for example!)<br><br>Make sure not to miss the jewelry museum after you step out of the main ""theatre-museum"". After you've finished seeing them both, enjoy a stroll around the building for some great shots with the famous eggs resting on the outer walls, and watch all the other little quirky things adorning both the building itself and the square surrounding it - the figures holding loaves of bread, the scuba suit, the car tire column, etc.<br><br>Definitely not your run of the mill, dusty, quiet museum!",98,"An art museum like no other. For anyone considering taking the train from Barcelona to Figueres, I strongly recommend doing so, if you're looking to save the money you would otherwise invest in an organized tour.  Getting there is easy and only involves getting a ticket worth 16 Euros for a one way trip. Trains leave frequently, from early morning, until late into the night, so you have plenty of options to choose from as you plan your travel.  Arriving to the museum from the train station isn't nearly as difficult as I had imagined. I wasn't able to download a detailed map connecting the train station to the Museum beforehand, but there are free (hard copy) maps you can get from the information center, right before exiting the station, together with any other directions you might need. The staff working there and selling tickets also speaks English, so you needn't worry about any communication barriers at all.  The train ride takes under two hours one way and is pretty simple to figure out IF the display screens announcing the next station inside the train compartment actually work! They didn't on our way back, so I suggest you sit close to other locals and ask for your stop, just to be on the safe side. If you're getting off at Barcelona, make sure you remember the name of your exact stop, as there are several  Barcelona  stations, that aren't close to each other.  As other reviewers have mentioned, the museum itself doesn't have a clear route to follow once inside. But, seeing as this was Dali's own wish and is just another sign of his eccentricity, you should allow yourself to get lost in the madness of the museum, and enjoy it to the fullest.  What did bother me, though, was the fact that the brochure they give you at the entrance contains Dali's art works that have since been moved from the museum! This was not mentioned anywhere and caused a lot of confusion, since we were left under the impression that we had omitted seeing them in the rooms pointed out on our map. To make matters worse, when I asked one of the museum guards where we could find the pieces shown in the brochure we had received on arrival (i.e. in which room they were displayed), she just nonchalantly shrugged and told us that she didn't know.  It was only when I found a different guard who was kind enough to try to explain to me - in Spanish (none of them spoke English) - that some works had been given to other museums around the world, that we realized that they had thus made all the brochures that were being given out useless.  All in all, the Dali Theater Museum is definitely something worth experiencing, if not to get a better understanding of Dali, then at least to enjoy the opportunity to witness the creative eccentricity of an artist like no other.  Go there and stand in awe of his undying love for Gala, watch his art works, admire his installations, take in his paintings, his sketches, his statues, his unique jewelry (some of which is moving!) and remember to always look at everything both within close range, as well as after taking a few steps back, as Dali was a mastermind of illusion and he loved playing tricks on the eye. (I only noticed what some of the objects hanging off of the museum walls created as a whole, after looking over the pictures I took, when I got home, for example!)  Make sure not to miss the jewelry museum after you step out of the main  theatre-museum . After you've finished seeing them both, enjoy a stroll around the building for some great shots with the famous eggs resting on the outer walls, and watch all the other little quirky things adorning both the building itself and the square surrounding it - the figures holding loaves of bread, the scuba suit, the car tire column, etc.  Definitely not your run of the mill, dusty, quiet museum!","positive","negative",6,17
972,"rn211208711","suzisuzi","Torrox, Spain","40 reviews","A total picture",5,"2014-06-20","A superb museum which is fascinating at every turn. Follow the numbers which will mean you do not miss anything. It is truly magnificent and will capture your heart. Would definitely return.",98,"A total picture. A superb museum which is fascinating at every turn. Follow the numbers which will mean you do not miss anything. It is truly magnificent and will capture your heart. Would definitely return.","positive","positive",4,1
973,"rn211198718","Sushma R","","15 reviews","A place to visit even if you know nothing about art",4,"2014-06-20","I am not a big fan of art museums, but this one took me by surprise. It is refreshingly fun. <br><br>Crazy is the word I would use to summarise my opinion of the work of Señor Salvador Dali. But, his work cannot be classified as just ""crazy"". It is awe inspiring, intelligent, quirky, fun, philosophical, intriguing, poetic, beautiful, transcending generations and never seizes to amaze. <br><br>It is definitely worth a visit and could just change the way you look at art.",98,"A place to visit even if you know nothing about art. I am not a big fan of art museums, but this one took me by surprise. It is refreshingly fun.   Crazy is the word I would use to summarise my opinion of the work of Señor Salvador Dali. But, his work cannot be classified as just  crazy . It is awe inspiring, intelligent, quirky, fun, philosophical, intriguing, poetic, beautiful, transcending generations and never seizes to amaze.   It is definitely worth a visit and could just change the way you look at art.","positive","positive",6,4
974,"rn211182508","dkwilli","Cirencester, United Kingdom","196 reviews","Well worth a visit",4,"2014-06-20","The signs via road are not that good so rely on a sat nav . There is plenty of parking nearby , the one you are directed to outside the museum from the direction we came from would have been an impossible manoeuvre so we opted for the underground one not far away at around 4 euros plus the car stays cool . <br><br>The building is spectacular from the outside and the time spent in the queue which wasn't too bad at around 20 mins in a relatively shaded square. Adults are 12 euros each and once in you are in a building filled with the strange . From the central courtyard containing the famous american style car complete with curvaceous bronze female statue and dripping globules .... you have to see it to get it . Around the curved galleries are load of rooms off with various works of art from the man himself to carefully chosen pieces all a bit odd . One of those things really you either love or just don't get it ! The museum has good loo`s and there is an outside area with water fountain to cool off . There is a good souvenir shop with well priced items . leave enough time if you can to walk around the town , we had a lovely lunch 100 yards from the museum , would leave a review can remember the name of the restaurant . In short well worth a visit I would advise to book tickets ahead if you can , go early or late on a hot day , I understood they did late night visits and leave enough time to explore the town ....",98,"Well worth a visit. The signs via road are not that good so rely on a sat nav . There is plenty of parking nearby , the one you are directed to outside the museum from the direction we came from would have been an impossible manoeuvre so we opted for the underground one not far away at around 4 euros plus the car stays cool .   The building is spectacular from the outside and the time spent in the queue which wasn't too bad at around 20 mins in a relatively shaded square. Adults are 12 euros each and once in you are in a building filled with the strange . From the central courtyard containing the famous american style car complete with curvaceous bronze female statue and dripping globules .... you have to see it to get it . Around the curved galleries are load of rooms off with various works of art from the man himself to carefully chosen pieces all a bit odd . One of those things really you either love or just don't get it ! The museum has good loo`s and there is an outside area with water fountain to cool off . There is a good souvenir shop with well priced items . leave enough time if you can to walk around the town , we had a lovely lunch 100 yards from the museum , would leave a review can remember the name of the restaurant . In short well worth a visit I would advise to book tickets ahead if you can , go early or late on a hot day , I understood they did late night visits and leave enough time to explore the town ....","positive","negative",3,8
975,"rn211108104","Mia L","Ostersund, Sweden","68 reviews","A tour of his life",5,"2014-06-19","A very well set up museum in a Dali manner, the comment in the guidebook saying that the numbers are there to help you through the museum but it's Salvador Dali, you sure don't have to. Although I strongly recommend it otherwise you might miss something. It's as grand as it's creator and there's a lot of finesse in the way the art is showcased. Look closely otherwise you'll miss something. I would recommend getting in early as when we were there just after lunch it was pretty packed. Don't miss the jewel-museum when your there it's a really cool glittery exhibition.",98,"A tour of his life. A very well set up museum in a Dali manner, the comment in the guidebook saying that the numbers are there to help you through the museum but it's Salvador Dali, you sure don't have to. Although I strongly recommend it otherwise you might miss something. It's as grand as it's creator and there's a lot of finesse in the way the art is showcased. Look closely otherwise you'll miss something. I would recommend getting in early as when we were there just after lunch it was pretty packed. Don't miss the jewel-museum when your there it's a really cool glittery exhibition.","positive","neutral",3,3
976,"rn210974003","SarahRob2014","Adelaide, Australia","10 reviews","Enjoyed by the whole family",5,"2014-06-18","crazy, beautiful, mesmerising, thought provoking, weird and wonderful. Our kids - 9 and 7 loved it. Prebook tickets for museum, but buy your train tickets once you get into Spain - we saved about $100 that way. Also, if you're finished and want to return to Barcelona early, the train station people were very helpful.",98,"Enjoyed by the whole family. crazy, beautiful, mesmerising, thought provoking, weird and wonderful. Our kids - 9 and 7 loved it. Prebook tickets for museum, but buy your train tickets once you get into Spain - we saved about $100 that way. Also, if you're finished and want to return to Barcelona early, the train station people were very helpful.","positive","positive",4,2
977,"rn210929490","BatyaBenNathan","Ness Ziona, Israel","19 reviews","Not to be missed !!",5,"2014-06-18","While staying in Barcelona we took a guided tour to this museum .It can be reached also by train or bus .The museum is really a must for art lovers .The collection is very big and it is recommended to take a break and then to continue the visit.The building itself is an introduction to a special world of fantasy and to the works of this special painter.<br>It is even worth staying for the night in order to have enough time for a long visit to the museum. We have been to the Dali museum in Florida,US and my impression is that this museum has a better collection.",98,"Not to be missed !!. While staying in Barcelona we took a guided tour to this museum .It can be reached also by train or bus .The museum is really a must for art lovers .The collection is very big and it is recommended to take a break and then to continue the visit.The building itself is an introduction to a special world of fantasy and to the works of this special painter. It is even worth staying for the night in order to have enough time for a long visit to the museum. We have been to the Dali museum in Florida,US and my impression is that this museum has a better collection.","positive","negative",2,3
978,"rn210690792","Neal F","Petaluma, California, United States","59 reviews","A mind altering lesson into Dali's brain and the meaning of art.",5,"2014-06-17","Ok, how pretentious can a guy get with my title above. But I swear it's true. This museum has the best of Dali. It was designed by him. I have been moved to tears before in front of various works in a number of museums around the world. But in this place it is one after the other. Hundreds of first rate pieces, each with multiple ideas pouring out of them. Just go. I can't say enough or anything adequately. Go when it opens to be intimate with the work. Worth a trip of hundreds of miles to get there. Stay overnight in Figueres (Hotel Duran was excellent). You will not regret it.",98,"A mind altering lesson into Dali's brain and the meaning of art.. Ok, how pretentious can a guy get with my title above. But I swear it's true. This museum has the best of Dali. It was designed by him. I have been moved to tears before in front of various works in a number of museums around the world. But in this place it is one after the other. Hundreds of first rate pieces, each with multiple ideas pouring out of them. Just go. I can't say enough or anything adequately. Go when it opens to be intimate with the work. Worth a trip of hundreds of miles to get there. Stay overnight in Figueres (Hotel Duran was excellent). You will not regret it.","positive","positive",8,4
979,"rn210461242","Jaco V","Johannesburg, South Africa","12 reviews","View into a fanatical mind",4,"2014-06-15","We were alerted to the Dali Museum by our host in a small town in France. Coming back from Barcelona we decided to take a detour. We were not disappointed. The museum was spectacular. Crowded - as can be expected, but contains works not often seen. Criticism of some reviewers that works are not the best know does not matter. There is an array of works that spans his life and different periods - many not so well known. A great experience with an added bonus of the amazing jewelry collection that must not be missed.",98,"View into a fanatical mind. We were alerted to the Dali Museum by our host in a small town in France. Coming back from Barcelona we decided to take a detour. We were not disappointed. The museum was spectacular. Crowded - as can be expected, but contains works not often seen. Criticism of some reviewers that works are not the best know does not matter. There is an array of works that spans his life and different periods - many not so well known. A great experience with an added bonus of the amazing jewelry collection that must not be missed.","positive","neutral",5,5
