"id","username","location","quote","rating","date","reviewnospace","page","titleopinion","SentimentValue","SentimentCore","pos","neg"
"rn313280115","M_Czynski","unknown","Inspiring architecture. Stay outside ",4,"2015-09-24","The building and whole setting is definitely impressive, especially at sunset. The play of lights is stunning. But the inside is somehow less interesting and probably less functional. If you have less time go to the fine arts museum instead.",197,"Inspiring architecture. Stay outside . The building and whole setting is definitely impressive, especially at sunset. The play of lights is stunning. But the inside is somehow less interesting and probably less functional. If you have less time go to the fine arts museum instead.","positive","positive",4,2
"rn313167756","Stephen S","San Juan, Puerto Rico","A Phenomenol Place and a Phenomenol Concept",5,"2015-09-23","AN incredible experience. The feeling of motion that engulfs you as you find your way through the exhibits. The Basquiat Exhibit was on display and I had seen his work before and this was the largest display I had seen, GREAT... The combination of indoor and outdoor art the beauty of an incredible building all combines for a ""do not miss it"" experience",198,"A Phenomenol Place and a Phenomenol Concept. AN incredible experience. The feeling of motion that engulfs you as you find your way through the exhibits. The Basquiat Exhibit was on display and I had seen his work before and this was the largest display I had seen, GREAT... The combination of indoor and outdoor art the beauty of an incredible building all combines for a  do not miss it  experience","positive","negative",1,2
"rn313091872","Les L","St. Petersburg, Florida","Spectacular architecture",4,"2015-09-23","The building is breathtaking with something interesting to see all around the outside and inside. Worth the trip from San Sebastian.",198,"Spectacular architecture. The building is breathtaking with something interesting to see all around the outside and inside. Worth the trip from San Sebastian.","positive","positive",4,0
"rn312947430","Karin1093","Amsterdam, The Netherlands","Cool!",4,"2015-09-23","Interesting museum, also if you're not an art lover, the building is great to see. We visited on a rainy day and it was very busy with long queues...",198,"Cool!. Interesting museum, also if you're not an art lover, the building is great to see. We visited on a rainy day and it was very busy with long queues...","positive","positive",2,1
"rn312900083","Wufang","Greater Perth, Australia","Fabulous structure",5,"2015-09-23","For those among you who are fascinated by modern architecture, the Guggenheim Museum in Bilbao is a must see. Lady folk are more attracted by the large flower dog situated on the town side of the museum. Some members in our group of visitors compared the architecture to the structure of the Sydney opera house. Check it out, including of course its thought provoking exhibits.",198,"Fabulous structure. For those among you who are fascinated by modern architecture, the Guggenheim Museum in Bilbao is a must see. Lady folk are more attracted by the large flower dog situated on the town side of the museum. Some members in our group of visitors compared the architecture to the structure of the Sydney opera house. Check it out, including of course its thought provoking exhibits.","positive","negative",1,2
"rn312564763","Nash1710","Pune, India","Awesome",5,"2015-09-22","This museum is the lovely place to visit...beautiful statue of puppy decorated with lovely flowers at the entrance.....must visit if you are in bilbao or near by this city...",198,"Awesome. This museum is the lovely place to visit...beautiful statue of puppy decorated with lovely flowers at the entrance.....must visit if you are in bilbao or near by this city...","positive","positive",2,0
"rn312422094","Brian M","Milford, Connecticut","Amazing!",5,"2015-09-21","My buddy and I stopped through Bilbao during an off the cuff, 4,000 mile road trip around Europe. originally, we went to Bilbao because we wanted to see the sun set over the Atlantic (something not many Americans get to do). Little did we know that one of the most, if not the most influential art museums on the planet was there. With its wonderful external appearance and rotation of exhibits, this is a museum I would visit again and again. If you are ever in Northern Spain, this is a must see!",198,"Amazing!. My buddy and I stopped through Bilbao during an off the cuff, 4,000 mile road trip around Europe. originally, we went to Bilbao because we wanted to see the sun set over the Atlantic (something not many Americans get to do). Little did we know that one of the most, if not the most influential art museums on the planet was there. With its wonderful external appearance and rotation of exhibits, this is a museum I would visit again and again. If you are ever in Northern Spain, this is a must see!","positive","neutral",3,3
"rn312337686","GUMOslo","Oslo","Great expectations - were not met !",2,"2015-09-21","Travelling together with dear friends of ours and even my wife had the opposite experience of our visit. Unfortunately, I was very disappointed. Maybe it is the fact that the permanent exhibition was so disappointing to me. But I was not impressed by the interior of the museum either. It is a fascinating building from the outside, but as soon you get inside your audio guide tells you almost what to think . . . and assists you to come up with the right answers. Guggenheim and their owners maybe honorable people, but in my opinion it is a US marketing gag &amp; gimmick second to none. I am wondering how much money was spent and invested by the local, regional and national authorities. As long as their are only a very few Guggenheim museums in the world, I guess they`ll do fine. The museum is of course a must when visiting Bilbao, and I am not angry about this trip and stay in this beautiful city. But art has to touch you whether you love it or not. This was a visit to a museum which I found was based on commercial interests and where art comes in second.",198,"Great expectations - were not met !. Travelling together with dear friends of ours and even my wife had the opposite experience of our visit. Unfortunately, I was very disappointed. Maybe it is the fact that the permanent exhibition was so disappointing to me. But I was not impressed by the interior of the museum either. It is a fascinating building from the outside, but as soon you get inside your audio guide tells you almost what to think . . . and assists you to come up with the right answers. Guggenheim and their owners maybe honorable people, but in my opinion it is a US marketing gag &amp; gimmick second to none. I am wondering how much money was spent and invested by the local, regional and national authorities. As long as their are only a very few Guggenheim museums in the world, I guess they`ll do fine. The museum is of course a must when visiting Bilbao, and I am not angry about this trip and stay in this beautiful city. But art has to touch you whether you love it or not. This was a visit to a museum which I found was based on commercial interests and where art comes in second.","negative","negative",3,10
"rn312282558","looking4comfort","chester, england","Fabulous Architecture but the 'Art' was disappointing.",4,"2015-09-21","Fabulous building. The architecture is amazing and at the river side of the building you have the giant Spider . We ate at the Bistro - a 3 course menu, including bread and wine for €26 - excellent. We also had lunch on the terrace which was a lovely sunny spot to relax after walking around a disappointing exhibition. Showing for our visit were Jeff Koons and Jean-Michel Basquiat. Neither of which I would class as 'art' - basketballs floating in fishtanks just doesn't do it for me! I gave up and sat outside with a glass of wine .",198,"Fabulous Architecture but the 'Art' was disappointing.. Fabulous building. The architecture is amazing and at the river side of the building you have the giant Spider . We ate at the Bistro - a 3 course menu, including bread and wine for €26 - excellent. We also had lunch on the terrace which was a lovely sunny spot to relax after walking around a disappointing exhibition. Showing for our visit were Jeff Koons and Jean-Michel Basquiat. Neither of which I would class as 'art' - basketballs floating in fishtanks just doesn't do it for me! I gave up and sat outside with a glass of wine .","positive","negative",1,6
"rn312256585","YorkshireHatters","Huddersfield, United Kingdom","Great building with some amazing exhibits",4,"2015-09-21","The outside of the building is iconic but the surprise is the spacious gallery space inside. <br>The highlights for us were the Moment in Time steel structures with their completely disorientating effect as we walked around and inside them. The Parallax moving image display was very thought provoking as was the vertical lighting strips (not sure of name) in a corner of the ground floor. There is a lot of Jeff Koonz stuff here - perhaps too much for my taste. <br>The little cafe in the entrance provides good snacks and coffee at a fair price but as with all similar places the souvenir shop is a bit pricey. <br>You can't visit Bilbao without coming here.",198,"Great building with some amazing exhibits. The outside of the building is iconic but the surprise is the spacious gallery space inside.  The highlights for us were the Moment in Time steel structures with their completely disorientating effect as we walked around and inside them. The Parallax moving image display was very thought provoking as was the vertical lighting strips (not sure of name) in a corner of the ground floor. There is a lot of Jeff Koonz stuff here - perhaps too much for my taste.  The little cafe in the entrance provides good snacks and coffee at a fair price but as with all similar places the souvenir shop is a bit pricey.  You can't visit Bilbao without coming here.","positive","negative",2,3
"rn312218088","SybilD109","unknown","Worth it!",5,"2015-09-20","I very much enjoyed the Guggenheim Bilbao, traveling an entire day out of the way to make it here. Though I'm not much of an audio-tour person, this was probably the best audio tour I've ever heard.",198,"Worth it!. I very much enjoyed the Guggenheim Bilbao, traveling an entire day out of the way to make it here. Though I'm not much of an audio-tour person, this was probably the best audio tour I've ever heard.","positive","positive",2,1
"rn312174675","Dwight D","Escondido, California, United States","Worth the journey",5,"2015-09-20","I have waited years for the opportuniy to visit this museum. and was not disappointed. The building is an incredible work of art in itself. There is enough to see in exploring the building from various angles inside and out. Be sure to take the time to cross the bridge and view from across the river. I did it at sunset and it and got great photos.",199,"Worth the journey. I have waited years for the opportuniy to visit this museum. and was not disappointed. The building is an incredible work of art in itself. There is enough to see in exploring the building from various angles inside and out. Be sure to take the time to cross the bridge and view from across the river. I did it at sunset and it and got great photos.","positive","positive",7,2
"rn311931963","Jana K","Latvia","Loved it",5,"2015-09-19","Enjoyed it a lot. Exciting, fresh and modern surrounding. A must see if you happen to be in Bilbao, I believe.",199,"Loved it. Enjoyed it a lot. Exciting, fresh and modern surrounding. A must see if you happen to be in Bilbao, I believe.","positive","positive",4,0
"rn311822814","foodandwine28","San Francisco, California","Great building to visit at least once",4,"2015-09-19","As other reviewers mentioned, go for the building and listen to the audio guide which comes with the entry ticket. Unlike other museums high feature a number of artists, a whole floor is devoted to Jeff Koons and a special exit on Basquiat with another floor devoted to him. It was interesting with the use of video and music to present the life of this artist. If you are staying in Bilbao, it probably is a lot more convenient to visit than from San Sebastián.",199,"Great building to visit at least once. As other reviewers mentioned, go for the building and listen to the audio guide which comes with the entry ticket. Unlike other museums high feature a number of artists, a whole floor is devoted to Jeff Koons and a special exit on Basquiat with another floor devoted to him. It was interesting with the use of video and music to present the life of this artist. If you are staying in Bilbao, it probably is a lot more convenient to visit than from San Sebastián.","positive","neutral",2,2
"rn311786829","Fiona G","Puerto Vallarta, Mexico","Excellent ",5,"2015-09-19","Enjoyed this so much, fantastic art (although we only saw the Koons exhibition), stunning building :)",199,"Excellent . Enjoyed this so much, fantastic art (although we only saw the Koons exhibition), stunning building :)","positive","positive",2,0
"rn311621825","Patpv","Fullerton, California","Great Day",5,"2015-09-18","A must see...the building is even more spectacular than the art in side...great stories on the audio tour...a fabulous day spent seeing what it has to offer...so glad we finally made it there.",199,"Great Day. A must see...the building is even more spectacular than the art in side...great stories on the audio tour...a fabulous day spent seeing what it has to offer...so glad we finally made it there.","positive","positive",2,0
"rn311597885","Carl B","scotland","Exterior Only",5,"2015-09-18","On a recent visit to Bilbao I enjoyed a walking tour that met at the museum. I didn't go inside but especially enjoyed the exterior of the building and the art work outside. The Puppy is spectacular and the Spider isn't bad either. If you're ever close to Bilbao, I suggest that you don't miss them..",199,"Exterior Only. On a recent visit to Bilbao I enjoyed a walking tour that met at the museum. I didn't go inside but especially enjoyed the exterior of the building and the art work outside. The Puppy is spectacular and the Spider isn't bad either. If you're ever close to Bilbao, I suggest that you don't miss them..","positive","positive",3,1
"rn311564041","weelassieScotland","Maidenhead, United Kingdom","Must do",5,"2015-09-18","This really is a magical building both inside and out. The genius of the architect can not be ignored.Even if you are not interested in art the building is worth a visit. Very good hand held electronic guide told you as much or as little as you wanted to know. We were lucky enough to see the Jeff Koon exhibition which we loved but the permanent displays were also interesting. I have to say my husband who is not into art or museums was fascinated. A must do in Bilbao.",199,"Must do. This really is a magical building both inside and out. The genius of the architect can not be ignored.Even if you are not interested in art the building is worth a visit. Very good hand held electronic guide told you as much or as little as you wanted to know. We were lucky enough to see the Jeff Koon exhibition which we loved but the permanent displays were also interesting. I have to say my husband who is not into art or museums was fascinated. A must do in Bilbao.","positive","negative",1,4
"rn311492024","nikko1974UK","Crumlin, United Kingdom","Brilliant building",5,"2015-09-18","I didn't go inside the museum as I don't really like/understand modern art but I've always wanted to see the building.<br>It's absolutely incredible. The weird angles change every step to take. It looks excellent either on a sunny or cloudy day and it looks good as well at night (lighting could be improved though).<br>Do not just have a look at the building walking around it. Go up the bridge (there are pedestrian paths on both sided of it) using the stairs or lifts to get an aerial view of the complete building.",199,"Brilliant building. I didn't go inside the museum as I don't really like/understand modern art but I've always wanted to see the building. It's absolutely incredible. The weird angles change every step to take. It looks excellent either on a sunny or cloudy day and it looks good as well at night (lighting could be improved though). Do not just have a look at the building walking around it. Go up the bridge (there are pedestrian paths on both sided of it) using the stairs or lifts to get an aerial view of the complete building.","positive","negative",2,4
"rn311407336","Roberta F","San Francisco, California","""flowing lines and shimmering facades""",5,"2015-09-17","This is indeed an impressive building, Shimmering in the sunlight surrounded by quirky sculptures on the grounds -it is worth seeing. I am not into contemporary art but I would not have missed the experience nor the opportunity to see in and around the building which is art in itself. You cannot go to Bilbao and not visit this work of art designed by Frank Gehry (probable spelt the surname wrong!!)",199," flowing lines and shimmering facades . This is indeed an impressive building, Shimmering in the sunlight surrounded by quirky sculptures on the grounds -it is worth seeing. I am not into contemporary art but I would not have missed the experience nor the opportunity to see in and around the building which is art in itself. You cannot go to Bilbao and not visit this work of art designed by Frank Gehry (probable spelt the surname wrong!!)","positive","negative",1,2
"rn311300703","kiwi-33333","Miami Beach, Florida","This is the reason to visit Bilbao",5,"2015-09-17","There is really only one reason to visit Bilbao...and it is the Guggenheim. It is very impressive and enjoyable.",200,"This is the reason to visit Bilbao. There is really only one reason to visit Bilbao...and it is the Guggenheim. It is very impressive and enjoyable.","positive","neutral",2,2
"rn311288893","CathGrandvaux","Grandvaux, Switzerland","Unique opportunity",5,"2015-09-17","What a chance to be able to visit the museum as a VIP after normal operating hours! Guided tour with very enthusiastic guide. Love the piece from Richard Serra",200,"Unique opportunity. What a chance to be able to visit the museum as a VIP after normal operating hours! Guided tour with very enthusiastic guide. Love the piece from Richard Serra","positive","positive",2,0
"rn311217585","th0masnu","Beernem, Belgium","Many people and long waits",4,"2015-09-17","There was a lot of people, so we no longer waited. However, we were only one day in Bilbao and we wanted to see as much as possible.",200,"Many people and long waits. There was a lot of people, so we no longer waited. However, we were only one day in Bilbao and we wanted to see as much as possible.","positive","negative",0,1
"rn311136248","Deborah Kaplan E","Vincennes, France","Worth a trip to Bilbao just for this",5,"2015-09-16","We couldn't stop taking photos of the Guggenheim--it is magical from all angles and all day and night. We love the Disney Hall in LA but it is dwarfed by this one. It's definitely the most amazing building I've ever seen. And inside is wonderful as well--both architecturally and in terms of the art shown. We were there for a marvelous restrospective of Jeff Koons which was very extensive and well curated. There was also a smaller exhibit of Basquiat which was wonderful. And I will not forget the incredible lunch we had at the museum restaurant--a gourmet treat--which ended out on a special terrace overlooking the river for our coffee and some complementary treats.",200,"Worth a trip to Bilbao just for this. We couldn't stop taking photos of the Guggenheim--it is magical from all angles and all day and night. We love the Disney Hall in LA but it is dwarfed by this one. It's definitely the most amazing building I've ever seen. And inside is wonderful as well--both architecturally and in terms of the art shown. We were there for a marvelous restrospective of Jeff Koons which was very extensive and well curated. There was also a smaller exhibit of Basquiat which was wonderful. And I will not forget the incredible lunch we had at the museum restaurant--a gourmet treat--which ended out on a special terrace overlooking the river for our coffee and some complementary treats.","positive","positive",6,2
"rn311066121","SofiaBaptista","Belfast, United Kingdom","A piece of art in Bilbao",5,"2015-09-16","The building suits very well in the modern part of Bilbao. Even if you don't go to visit any exhibition, taking a walk in the surroundings is also very pleasant as it is well located near of the ""ría de Bilbao"".",200,"A piece of art in Bilbao. The building suits very well in the modern part of Bilbao. Even if you don't go to visit any exhibition, taking a walk in the surroundings is also very pleasant as it is well located near of the  ría de Bilbao .","positive","positive",3,0
"rn311024987","DaizyB","Haemeenlinna, Finland","Amazing building",5,"2015-09-16","The building is spectacular as are the large art installations outside. The art exhibitions are secondary to the architecture.",200,"Amazing building. The building is spectacular as are the large art installations outside. The art exhibitions are secondary to the architecture.","positive","positive",2,0
"rn310920221","Tim H","Ylojarvi, Finland","External design and sculpures are more interesting than inside",4,"2015-09-16","Stunning on the outside but don't waste your money on an entrance fee unless there is an exhibition you really want to see. Best view is from the adjacent bridge at night.",200,"External design and sculpures are more interesting than inside. Stunning on the outside but don't waste your money on an entrance fee unless there is an exhibition you really want to see. Best view is from the adjacent bridge at night.","positive","positive",2,1
"rn310874094","Kultaperho",NA,"Worth a visit",5,"2015-09-16","Really interesting experience. The building itself is a piece of art, the exhibition is a bonus. A must for arts lovers.",200,"Worth a visit. Really interesting experience. The building itself is a piece of art, the exhibition is a bonus. A must for arts lovers.","positive","positive",3,0
"rn310833252","Minna K","unknown","WoW",5,"2015-09-16","Outside and inside - the whole building is worth to see. Once in lifetime, no matter if you like modern art or not. Bilbao is actually an beautiful city also. Worth to see.",200,"WoW. Outside and inside - the whole building is worth to see. Once in lifetime, no matter if you like modern art or not. Bilbao is actually an beautiful city also. Worth to see.","positive","positive",3,1
"rn310760690","Sue H","Ormskirk, United Kingdom","Good day out.",5,"2015-09-15","The Guggenheim is great to visit, just to look at the actual building is amazing. A bit of a WOW factor. We had a great day. It took us about three hours to go around it. Some of the artists works were a bit whacky. But it's all down to the individual . We had a coffee and pastry in the cafe , it is more expensive to eat outside than inside. The area outside the Guggenheim is also very nice it is right next to the river. The shops are also in walking distance. We parked in the underground car park near by it is open 24 hours. Great day out a must do I would say.",201,"Good day out.. The Guggenheim is great to visit, just to look at the actual building is amazing. A bit of a WOW factor. We had a great day. It took us about three hours to go around it. Some of the artists works were a bit whacky. But it's all down to the individual . We had a coffee and pastry in the cafe , it is more expensive to eat outside than inside. The area outside the Guggenheim is also very nice it is right next to the river. The shops are also in walking distance. We parked in the underground car park near by it is open 24 hours. Great day out a must do I would say.","positive","negative",4,5
"rn310733506","Laura D","Greater Manchester, United Kingdom","Amazing building and a cool experience ",5,"2015-09-15","We visited here on a Saturday and thoroughly enjoyed the experience. We walked around the building and had a lovely coffee by the water, what a cool experience. The museum was only €15 including a audio tour device. There was a very cool exhibition from Jeff Koons which was my favorite exhibition of all time, a must see!! Excellent museum!!",201,"Amazing building and a cool experience . We visited here on a Saturday and thoroughly enjoyed the experience. We walked around the building and had a lovely coffee by the water, what a cool experience. The museum was only €15 including a audio tour device. There was a very cool exhibition from Jeff Koons which was my favorite exhibition of all time, a must see!! Excellent museum!!","positive","positive",4,3
"rn310654483","Wayneh78","Hovik, Norway","Guggenheim",4,"2015-09-15","Definitely worth a visit even if you are not into art.<br><br>The building is class, they have done a great job with the surrounding riverside area.",201,"Guggenheim. Definitely worth a visit even if you are not into art.  The building is class, they have done a great job with the surrounding riverside area.","positive","positive",2,0
"rn310617658","jørgen K","Belgrade, Serbia","Go there - you will like it",5,"2015-09-15","wow !!! It is amazing, the construction viewed from the outside- whatever side - it is beautiful - The sun shining on the titanium cover - enjoy. Inside; it is almost just as beautiful in the architecture.<br>We were there for almost 2,5 hours and enjoyed from the bottom to the top floor. Especially Jeff Koon's products are fantastic. These figures in steel and just look like a plastic toy - unbelievable.<br>Also the bottom floor with the ""labyrints"" were impressive and 1 of them actually giving you some feeling of unbalancing.<br><br>Go there -as soon as you have the possibility.<br>It is possible to get a combination ticket with the museum of belles artes -not far from Guggenheim.",201,"Go there - you will like it. wow !!! It is amazing, the construction viewed from the outside- whatever side - it is beautiful - The sun shining on the titanium cover - enjoy. Inside; it is almost just as beautiful in the architecture. We were there for almost 2,5 hours and enjoyed from the bottom to the top floor. Especially Jeff Koon's products are fantastic. These figures in steel and just look like a plastic toy - unbelievable. Also the bottom floor with the  labyrints  were impressive and 1 of them actually giving you some feeling of unbalancing.  Go there -as soon as you have the possibility. It is possible to get a combination ticket with the museum of belles artes -not far from Guggenheim.","positive","positive",7,3
"rn310581243","Ingebjørg N","Sydney, Australia","Amazing",5,"2015-09-15","You simply have to see this place!!! I am not that art interested, but going to the Guggenheim was absolutely awesome! :)",201,"Amazing. You simply have to see this place!!! I am not that art interested, but going to the Guggenheim was absolutely awesome! :)","positive","positive",2,1
"rn310496534","Jeljeza","Johannesburg, South Africa","beautiful building",5,"2015-09-15","Even though i am not crazy about museums when i travel,i had to visit Guggenheim Museum.The building is beautiful,i especially liked the sculpture of a dog made from flowers that is in front of the entrance.",201,"beautiful building. Even though i am not crazy about museums when i travel,i had to visit Guggenheim Museum.The building is beautiful,i especially liked the sculpture of a dog made from flowers that is in front of the entrance.","positive","neutral",1,1
"rn310407854","Sandra L","Southampton UK","Don't miss the Guggenheim",4,"2015-09-15","Enjoyed both looking at the amazing architecture of this place, puppy, the exhibition by Jeff Koon, and metal sculptures inside. Also midweek in September, no need to book.",201,"Don't miss the Guggenheim. Enjoyed both looking at the amazing architecture of this place, puppy, the exhibition by Jeff Koon, and metal sculptures inside. Also midweek in September, no need to book.","positive","negative",0,1
"rn310374874","Joyful4657",NA,"STRANGE!",4,"2015-09-15","Lovely building, beautiful setting. Art a it off the wall. Really need to see it with the right brain.",201,"STRANGE!. Lovely building, beautiful setting. Art a it off the wall. Really need to see it with the right brain.","positive","positive",2,0
"rn310166199","oomdavie",NA,"Great Building",5,"2015-09-14","Amazing building inside and out. If you are not into modern art you may not particularly enjoy the exhibits. We thought Basquiat was a waste of time but enjoyed the rest. The free audio guide is worth using as it gives a lot of interesting detail about the building.",201,"Great Building. Amazing building inside and out. If you are not into modern art you may not particularly enjoy the exhibits. We thought Basquiat was a waste of time but enjoyed the rest. The free audio guide is worth using as it gives a lot of interesting detail about the building.","positive","positive",4,1
"rn309916181","Ladislav V","Prague, Czech Republic","When we were in the Basque Country, although the French side we could not leave without it, we would not visit the Gugge",5,"2015-09-13","When we were in the Basque Country, although the French side we could not leave without it, we would not visit the Guggenheim museum and I must say, energy recovery of 200 km there and back 200 km regret. It is a monument whose size and design it is necessary to absorb parts. I admit that its bold design inside interested me so much that I was not able to devote its attention to individual exhibited works.",202,"When we were in the Basque Country, although the French side we could not leave without it, we would not visit the Gugge. When we were in the Basque Country, although the French side we could not leave without it, we would not visit the Guggenheim museum and I must say, energy recovery of 200 km there and back 200 km regret. It is a monument whose size and design it is necessary to absorb parts. I admit that its bold design inside interested me so much that I was not able to devote its attention to individual exhibited works.","positive","negative",1,3
"rn309908954","Kirk T","Chicago, Illinois","Don't miss the Guggenheim in Bilbao",5,"2015-09-13","A very modernistic building which helped bring Bilbao back from a dirty industrial city to a clean city that is fun to explore. The museum has large irregular shaped rooms, bright lighting and wonderful exhibits.",202,"Don't miss the Guggenheim in Bilbao. A very modernistic building which helped bring Bilbao back from a dirty industrial city to a clean city that is fun to explore. The museum has large irregular shaped rooms, bright lighting and wonderful exhibits.","positive","positive",2,0
"rn309891056","Slinky1976","Chester, United Kingdom","Emperors New Clothes",2,"2015-09-13","Not worth the entrance fee... The outside is much better than inside. The building looks amazing as do the floral dog &amp; the spider sculpture. Save your money.",202,"Emperors New Clothes. Not worth the entrance fee... The outside is much better than inside. The building looks amazing as do the floral dog &amp; the spider sculpture. Save your money.","negative","positive",2,1
"rn309859458","SheepNinja","Toronto, Canada","Impressive building",4,"2015-09-13","The building is impressive and would advise seeing it from the river and the front.<br><br>Booking tickets online is a good idea as you can jump the queue especially if you visit at a busy time. The menu at the bistro looked very nice but at the time of our visit they had no tables available for lunch so would advise booking.<br><br>Additionally at the time of our visit nearly all of the museum was dedicated to Jeff Koons. I would have preferred additional artists to view and appreciate.",202,"Impressive building. The building is impressive and would advise seeing it from the river and the front.  Booking tickets online is a good idea as you can jump the queue especially if you visit at a busy time. The menu at the bistro looked very nice but at the time of our visit they had no tables available for lunch so would advise booking.  Additionally at the time of our visit nearly all of the museum was dedicated to Jeff Koons. I would have preferred additional artists to view and appreciate.","positive","neutral",2,2
"rn309857578","galeung","China","Great photographic subject.",5,"2015-09-13","Beautiful place. Our visit was more for photographic achievement. This is a wonderful photographic model, from every angle, front and back and side. A good total view is from across the river at the bottom of the bridge. The building is just very very nice, artistic, superb lines and shadows, and is one rarely seen. We just explored the exterior as our time was limited and had to return to the cruise.",202,"Great photographic subject.. Beautiful place. Our visit was more for photographic achievement. This is a wonderful photographic model, from every angle, front and back and side. A good total view is from across the river at the bottom of the bridge. The building is just very very nice, artistic, superb lines and shadows, and is one rarely seen. We just explored the exterior as our time was limited and had to return to the cruise.","positive","positive",7,1
"rn309692309","lisaselencer","Christchurch, New Zealand","Very good modern art museum.",5,"2015-09-13","This is the best modern art museum I have ever visited.All the visitors are not allowed to take photos.The architecture of the museum is quite special.There is a huge spider which is standing in front of the museum.Very impressive.Free Wifi is connected.15 euros for the entry.",202,"Very good modern art museum.. This is the best modern art museum I have ever visited.All the visitors are not allowed to take photos.The architecture of the museum is quite special.There is a huge spider which is standing in front of the museum.Very impressive.Free Wifi is connected.15 euros for the entry.","positive","neutral",1,1
"rn309596141","Anna M",NA,"Architecturally impressive",4,"2015-09-12","The building is beautiful - I recommend viewing it from the other side of the river. Well worth a visit, although I preferred the content of the Guggenheim in Venice. Jeff Koons didn't impress me and he was given a lot of space. The exhibitions will surely change and I would love to visit again. The coffee shop was great too.",202,"Architecturally impressive. The building is beautiful - I recommend viewing it from the other side of the river. Well worth a visit, although I preferred the content of the Guggenheim in Venice. Jeff Koons didn't impress me and he was given a lot of space. The exhibitions will surely change and I would love to visit again. The coffee shop was great too.","positive","positive",4,2
"rn309585981","WingerJack","unknown","Fabulous",5,"2015-09-12","Everything that can be said has already been said. This is surely on the list of the world's great museums and for those who are unsure of modern art, this museum will force you to re-think.",202,"Fabulous. Everything that can be said has already been said. This is surely on the list of the world's great museums and for those who are unsure of modern art, this museum will force you to re-think.","positive","negative",0,2
"rn309570552","rachel d","New Jersey","Amazing",5,"2015-09-12","A breathtaking once in a lifetime experience. Be sure to take a free audio guide while purchasing your tickets.",203,"Amazing. A breathtaking once in a lifetime experience. Be sure to take a free audio guide while purchasing your tickets.","positive","positive",2,1
"rn309546184","Bob M","Baile ath Cliath","Wow! We Loved it!",5,"2015-09-12","A beautiful museum from an aesthetic perspective located near in the river in beautiful Bilboa. They have revolving exhibits so you may want to see what will be there before you go. The cafe outside by the way is very affordable and surprising good. This is a highly recommended experience.",203,"Wow! We Loved it!. A beautiful museum from an aesthetic perspective located near in the river in beautiful Bilboa. They have revolving exhibits so you may want to see what will be there before you go. The cafe outside by the way is very affordable and surprising good. This is a highly recommended experience.","positive","positive",7,1
"rn309478920","Greenshaw","Hong Kong, China","Guggenheim in Bilbao",5,"2015-09-12","Beautiful and interesting building, worth a visit alone. The Jeff Koons (and I am not a big fan) was very interesting and extensive. Jenny Holzer “installation for Bilbao” is visually very impressive. Anish Kapoor “Tall tree and Eye” outdoors worth a look as is Fujiko Nakeya’s “ Fog Sculpture “ ( run on the hour, last circa 10 minutes ) . Interesting installation by Richard Serra “ The Matter of Time “ in the large gallery. Audio guide included in admission price and although not very busy the day I attended , can be booked on the internet to avoid delays getting in on the day.",203,"Guggenheim in Bilbao. Beautiful and interesting building, worth a visit alone. The Jeff Koons (and I am not a big fan) was very interesting and extensive. Jenny Holzer “installation for Bilbao” is visually very impressive. Anish Kapoor “Tall tree and Eye” outdoors worth a look as is Fujiko Nakeya’s “ Fog Sculpture “ ( run on the hour, last circa 10 minutes ) . Interesting installation by Richard Serra “ The Matter of Time “ in the large gallery. Audio guide included in admission price and although not very busy the day I attended , can be booked on the internet to avoid delays getting in on the day.","positive","positive",5,2
"rn309433031","Seasider888","Bromley, United Kingdom","Amazing Building",5,"2015-09-12","For anyone even remotely interested in architecture this place is a must see. It is worthwhile even just to wander around the outside. Inside it is also impressive. I was lucky that there was an exhibition on that I also wanted to see. The entrance fee is very reasonable and the audio guide is excellent. Not to be missed if you are in the area.",203,"Amazing Building. For anyone even remotely interested in architecture this place is a must see. It is worthwhile even just to wander around the outside. Inside it is also impressive. I was lucky that there was an exhibition on that I also wanted to see. The entrance fee is very reasonable and the audio guide is excellent. Not to be missed if you are in the area.","positive","positive",6,2
"rn309429573","Janet B","London, UK","Guggenheim a must do",5,"2015-09-12","Even if you are not a lover of modern art this is a 'must'. We spent nearly a whole day here. The building alone is so captivating . Also very user friendly.",203,"Guggenheim a must do. Even if you are not a lover of modern art this is a 'must'. We spent nearly a whole day here. The building alone is so captivating . Also very user friendly.","positive","neutral",2,2
"rn309363380","ManzanaBoyz","Melbourne","Sensual glass, limestone and titanium curves.",5,"2015-09-11","The greatest artwork is the building itself. Take time to see it from all sides, both inside and out, and from top to bottom. It is ever changing and ever surprising. The current main exhibition is the Jeff Koons retrospective, taking up most of the display spaces and has an excellent representation of his most important works.",203,"Sensual glass, limestone and titanium curves.. The greatest artwork is the building itself. Take time to see it from all sides, both inside and out, and from top to bottom. It is ever changing and ever surprising. The current main exhibition is the Jeff Koons retrospective, taking up most of the display spaces and has an excellent representation of his most important works.","positive","positive",5,0
