"","id","username","location","userop","quote","rating","date","reviewnospace","page","titleopinion"
"1314","rn238447161","Ian W","","5 reviews","Dolphins galore",4,2014-11-06,"What as bold venture to build a set of structures in the city that are so far removed from the beauty of the ancient. Then to fill them with all kinds of experiences that is fun for all the family!",132,"Dolphins galore. What as bold venture to build a set of structures in the city that are so far removed from the beauty of the ancient. Then to fill them with all kinds of experiences that is fun for all the family!"
"1315","rn238375688","JodoRio","Rio de Janeiro","21 reviews","Valencia my favorite place in Spain!",5,2014-11-05,"Great city: history, modern conveniences, great cost&amp;benefits, beaches,art, culture, wonderful food!Just love it! Do not miss the historical museum at Mislata!!!",132,"Valencia my favorite place in Spain!. Great city: history, modern conveniences, great cost&amp;benefits, beaches,art, culture, wonderful food!Just love it! Do not miss the historical museum at Mislata!!!"
"1316","rn238354826","PapoJim","Denver, Colorado","3 reviews","Moderism",5,2014-11-05,"Many museum buildings and fantastic grounds surrounded by a beltway for walking and bike riding through out Valencia",132,"Moderism. Many museum buildings and fantastic grounds surrounded by a beltway for walking and bike riding through out Valencia"
"1317","rn238250798","GloboMeg94","Manchester, United Kingdom","6 reviews","Felt Like I Time Travelled",5,2014-11-05,"Totally looks like you've travelled into the future, so it's surprising to find out most of it was built in the 80's! Takes stunning pictures.",132,"Felt Like I Time Travelled. Totally looks like you've travelled into the future, so it's surprising to find out most of it was built in the 80's! Takes stunning pictures."
"1318","rn238131349","UkMermaid61","UK","28 reviews","Stunning",5,2014-11-04,"There are so many buildings you can wander amongst and view. The science museum is great for a hands on experience. The umbracle is a lovely oasis to walk through and the whole area has a lovely feel to it.",132,"Stunning. There are so many buildings you can wander amongst and view. The science museum is great for a hands on experience. The umbracle is a lovely oasis to walk through and the whole area has a lovely feel to it."
"1319","rn238118200","Antonio B","Ewa Beach, Hawaii","52 reviews","Can't visit Valencia without including this stop!",5,2014-11-04,"What a wonderful experience of engineering success as Valencia chooses to turn modern &amp; adapt to changing times. No wonder Valencia is the 3rd largest city of Spain.",132,"Can't visit Valencia without including this stop!. What a wonderful experience of engineering success as Valencia chooses to turn modern &amp; adapt to changing times. No wonder Valencia is the 3rd largest city of Spain."
"1320","rn237781232","safergus","London, United Kingdom","264 reviews","Impressive",4,2014-11-03,"Amazing architecture in a beautiful park, this is a great place to wander for an hour or two. Hard to believe it is so close to the old city, and so central.",132,"Impressive. Amazing architecture in a beautiful park, this is a great place to wander for an hour or two. Hard to believe it is so close to the old city, and so central."
"1321","rn237574392","MMcLemore","Milwaukee, Wisconsin","19 reviews","All Calatrava",5,2014-11-02,"The Calatrava structures were outstanding. We were very interested because the addition to the art museum in Milwaukee is a Calatrava design. We only visited the aquarium while we were there. The dolphin show was the best we have ever seen. Nothing to not like here.",133,"All Calatrava. The Calatrava structures were outstanding. We were very interested because the addition to the art museum in Milwaukee is a Calatrava design. We only visited the aquarium while we were there. The dolphin show was the best we have ever seen. Nothing to not like here."
"1322","rn237556609","deepakag14","Noida, India","60 reviews","Stunning Architecture",4,2014-11-02,"Stunning architecture coupled with some good museums are the main attractions of the City of the Arts and Sciences. There are some nice photo locations for everlasting memories of the place.",133,"Stunning Architecture. Stunning architecture coupled with some good museums are the main attractions of the City of the Arts and Sciences. There are some nice photo locations for everlasting memories of the place."
"1323","rn237521840","Sarah B","Durham, United Kingdom","36 reviews","Okay...",3,2014-11-02,"This is an exciting idea, but did not live up to expectations sadly....The museum is okay, although 2 or the 3 floors are not that engaging and written mostly in Spanish - no English. The third floor is much better and in both languages, exploring the physical world and ecology, space flight etc. It is not on a scale with, say, the Science Museum in London, but it is an okay place to go on a cloudy day...we went on a cloudyish October day and it was still very hot in there, so not sure how it would be in August...we also went to the Oceangrafic next door ( on a dual ticket) which was much, much better...try that instead!",133,"Okay.... This is an exciting idea, but did not live up to expectations sadly....The museum is okay, although 2 or the 3 floors are not that engaging and written mostly in Spanish - no English. The third floor is much better and in both languages, exploring the physical world and ecology, space flight etc. It is not on a scale with, say, the Science Museum in London, but it is an okay place to go on a cloudy day...we went on a cloudyish October day and it was still very hot in there, so not sure how it would be in August...we also went to the Oceangrafic next door ( on a dual ticket) which was much, much better...try that instead!"
"1324","rn237056911","nats-dk","Germany","87 reviews","Best visit this year",5,2014-10-30,"Loved everything about this place, stayed all day and could easily have stayed more. Highly recommended to anyone going,",133,"Best visit this year. Loved everything about this place, stayed all day and could easily have stayed more. Highly recommended to anyone going,"
"1325","rn236992305","JvdW","Pijnacker, The Netherlands","114 reviews","Interesting architecture",4,2014-10-29,"great views; impressive architecture; easy access and plenty of space to walk in/on the surrounding parks and paths.",133,"Interesting architecture. great views; impressive architecture; easy access and plenty of space to walk in/on the surrounding parks and paths."
"1326","rn236966103","foodiemum","Aberdeen, United Kingdom","101 reviews","Art Student's Heaven",5,2014-10-29,"I was on a cruise around southern Spain with my family. Before departing the boat to Valencia I checked out online the attractions. The architecture of Santiago Calatrava interests me as it's very like Zaha Hadid. The other members of my family decided they'd rather go to the old town. I took myself in a taxi and stayed the whole day. I took over 300 photographs in all and loved every minute of the trip. One of the buildings contains an oceanographic building (similar to a Sea World), one of the largest in Europe. Of the many things I saw there were walruses - amazing!! To say that I felt like a lil kid was an understatement. Loved every minute. Definitely a must-do, in fact do as I did and buy a ticket for the science building at the same time. You will not be disappointed. PS you don't have to pay to see the architecture from the outside.",133,"Art Student's Heaven. I was on a cruise around southern Spain with my family. Before departing the boat to Valencia I checked out online the attractions. The architecture of Santiago Calatrava interests me as it's very like Zaha Hadid. The other members of my family decided they'd rather go to the old town. I took myself in a taxi and stayed the whole day. I took over 300 photographs in all and loved every minute of the trip. One of the buildings contains an oceanographic building (similar to a Sea World), one of the largest in Europe. Of the many things I saw there were walruses - amazing!! To say that I felt like a lil kid was an understatement. Loved every minute. Definitely a must-do, in fact do as I did and buy a ticket for the science building at the same time. You will not be disappointed. PS you don't have to pay to see the architecture from the outside."
"1327","rn236853318","Antonio_rider","Yekaterinburg, Russia","28 reviews","Amazing arcitecture, but underutilized",4,2014-10-29,"It's really impressive complex of futuristic looking buildings. Looks like alien space fleet landed on the planet Earth. But for some reasons not all buildings being used all the time. Best place to visit is, of course, L'oceanogràfic. But Science museum is also very nice. But just walking around all that is worth visit to Valencia!",133,"Amazing arcitecture, but underutilized. It's really impressive complex of futuristic looking buildings. Looks like alien space fleet landed on the planet Earth. But for some reasons not all buildings being used all the time. Best place to visit is, of course, L'oceanogràfic. But Science museum is also very nice. But just walking around all that is worth visit to Valencia!"
"1328","rn236780886","MissBLondon","London","70 reviews","Run down & no atmosphere. Ghost Town.",2,2014-10-28,"I really don't get this place or why it's so reviewed in a positive light. The architecture is different yet the place is so run down and tired that it overshadows it all. The Turia riverbed which is now transformed into a park is also tired. The play areas which used to be buzzing are now ghostly with broken turnstiles without entry fee. Very depressing.<br><br>Maybe get a bike and if it's on route go cycle round the arts and sciences place but the whole area is like a ghetto. We went for a walk after wandering around and it's not a nice place at all. No restaurants, no bars no nothing it's so random and unfriendly.<br><br>The Aquarium is 27 Euro for an adult and based on the area decided it probably wasn't worth it. We went to the Bioparc instead on another day and i would 100% recommend spending you money there than here.<br><br>Such a disappointment.<br><br>The walk to the beach is far from here so maybe hop on a bus.",133,"Run down & no atmosphere. Ghost Town.. I really don't get this place or why it's so reviewed in a positive light. The architecture is different yet the place is so run down and tired that it overshadows it all. The Turia riverbed which is now transformed into a park is also tired. The play areas which used to be buzzing are now ghostly with broken turnstiles without entry fee. Very depressing.<br><br>Maybe get a bike and if it's on route go cycle round the arts and sciences place but the whole area is like a ghetto. We went for a walk after wandering around and it's not a nice place at all. No restaurants, no bars no nothing it's so random and unfriendly.<br><br>The Aquarium is 27 Euro for an adult and based on the area decided it probably wasn't worth it. We went to the Bioparc instead on another day and i would 100% recommend spending you money there than here.<br><br>Such a disappointment.<br><br>The walk to the beach is far from here so maybe hop on a bus."
"1329","rn236626231","Dave1408","Glasgow","324 reviews","Inspiring architecture",5,2014-10-27,"Went here for the tennis. Was great really close to the players and feels quite intimate. The architectural surrounds are really impressive and definitely worth a look. The aquarium I believe is good but expensive. Bus 35 from a huntsmen gets you there",133,"Inspiring architecture. Went here for the tennis. Was great really close to the players and feels quite intimate. The architectural surrounds are really impressive and definitely worth a look. The aquarium I believe is good but expensive. Bus 35 from a huntsmen gets you there"
"1330","rn236602369","Razzle85","Helsinki, Finland","4 reviews","Great place to wonder - for free",5,2014-10-27,"lots to look at and explore, without paying admission!<br>Check out the interesting sundials to the south of the large curved / latticed canopy. If you have more time, and some money to spend, the L'Oceanographic is great. I spent three hours there and really enjoyed it. You can also buy a bundled ticket to see a show at the Hemispheric (IMAX theatre) for only around EUR more, if bought in combination with your L'Oceanographic ticket.",133,"Great place to wonder - for free. lots to look at and explore, without paying admission!<br>Check out the interesting sundials to the south of the large curved / latticed canopy. If you have more time, and some money to spend, the L'Oceanographic is great. I spent three hours there and really enjoyed it. You can also buy a bundled ticket to see a show at the Hemispheric (IMAX theatre) for only around EUR more, if bought in combination with your L'Oceanographic ticket."
"1331","rn236576415","Bobnie","","23 reviews","Would not go again",3,2014-10-27,"Great architecture, but certainly would not bother to go again into the exhibits. Better ways to spend a day in Valencia. Try the Bioparc instead.",134,"Would not go again. Great architecture, but certainly would not bother to go again into the exhibits. Better ways to spend a day in Valencia. Try the Bioparc instead."
"1332","rn236419723","Annie A","Southampton, United Kingdom","160 reviews","A must see......",5,2014-10-26,"Amazing architecture and incredible in the sunlight. Go for a wander on your way to the beach perhaps.",134,"A must see....... Amazing architecture and incredible in the sunlight. Go for a wander on your way to the beach perhaps."
"1333","rn236413259","massimo r","Bari, Italy","6 reviews","very impressive !!!!!",5,2014-10-26,"An architectural futurist complex in the city of Valencia, Spain. It is the most important modern tourist destination in the city. <br>Love the ceramic used to decorate the building facade. !!!!",134,"very impressive !!!!!. An architectural futurist complex in the city of Valencia, Spain. It is the most important modern tourist destination in the city. <br>Love the ceramic used to decorate the building facade. !!!!"
"1334","rn236361348","berna57","Javea, Spain","357 reviews","Valencia Tennis Open 2014",5,2014-10-26,"Amazing ... prices, location, seats!!! Valencia is on the ´rounds´ of the ATP 500 Tennis, held annually in October ... and it was amazing to watch world class tennis players from the 2nd row for €35 per ticket. Fantastico!",134,"Valencia Tennis Open 2014. Amazing ... prices, location, seats!!! Valencia is on the ´rounds´ of the ATP 500 Tennis, held annually in October ... and it was amazing to watch world class tennis players from the 2nd row for €35 per ticket. Fantastico!"
"1335","rn236251173","Trek-Always","Alpharetta, Georgia","993 reviews","Hard to Miss and Worth a Walk Through",4,2014-10-25,"We did not visit the museums that are part of this large complex, but we did walk over the bridge that cuts through the area, and spent time walking through the whole complex. Great place for photos, and for attending the many events going on all of the time. The bridge is also interesting, and worth photos from multiple angles.<br><br>If this review is helpful then please indicate so below.",134,"Hard to Miss and Worth a Walk Through. We did not visit the museums that are part of this large complex, but we did walk over the bridge that cuts through the area, and spent time walking through the whole complex. Great place for photos, and for attending the many events going on all of the time. The bridge is also interesting, and worth photos from multiple angles.<br><br>If this review is helpful then please indicate so below."
"1336","rn236212517","Renee85320","Château-Guibert, Pays de la Loire, France","27 reviews","Such pretty colours and architecture",5,2014-10-25,"When the sun is shining and the sky is bleu, your photos will be fantastic. The colours and shapes are amazing!!! We did not go in, except for the Oceonagrafic.",134,"Such pretty colours and architecture. When the sun is shining and the sky is bleu, your photos will be fantastic. The colours and shapes are amazing!!! We did not go in, except for the Oceonagrafic."
"1337","rn236135780","Matholeh","Huntington Beach, California","20 reviews","Very Beautiful Architecture",5,2014-10-25,"Amazing building and architecture, building everywhere with different design. Very interesting as both my husband and are engineers.",134,"Very Beautiful Architecture. Amazing building and architecture, building everywhere with different design. Very interesting as both my husband and are engineers."
"1338","rn236034432","arangemas","Kuching, Malaysia","281 reviews","Modern architecture",5,2014-10-24,"Love the architecture especially the opera house and the Imax theater. Worth a visit if you are in Valencia.",134,"Modern architecture. Love the architecture especially the opera house and the Imax theater. Worth a visit if you are in Valencia."
"1339","rn235667877","sue_jewkes","Felixstowe, United Kingdom","78 reviews","Well worth a visit if you like modern architecture",5,2014-10-22,"Lovely setting - the buildings were spectacular - and so many to look at in one place. The reflection of the structures in so many pools was beautiful.",134,"Well worth a visit if you like modern architecture. Lovely setting - the buildings were spectacular - and so many to look at in one place. The reflection of the structures in so many pools was beautiful."
"1340","rn235505907","Jason T","Atlantic City, New Jersey","3 reviews","Art in the River Turia",5,2014-10-21,"During our amazing Bike Tour wirh Discovering Valencia Guided Tours we stopped at this amazing complex, we visited all the area and no words to descrive this another world architectonical buildings.!!!!!!",134,"Art in the River Turia. During our amazing Bike Tour wirh Discovering Valencia Guided Tours we stopped at this amazing complex, we visited all the area and no words to descrive this another world architectonical buildings.!!!!!!"
"1341","rn235121405","werdlerswereld","Amsterdam, The Netherlands","502 reviews","not to be missed",4,2014-10-19,"The architecture by Calatrava is a must to se and actually it's almost impossible to miss it. The concept is fantastic, although not every building is accessible.",135,"not to be missed. The architecture by Calatrava is a must to se and actually it's almost impossible to miss it. The concept is fantastic, although not every building is accessible."
"1342","rn234841656","amooafshin","Sharjah, United Arab Emirates","82 reviews","Different Atmosphere",5,2014-10-17,"Valencia is well-known with these structures.<br>Walking in this atmosphere is recommended to everybody who travels to Valencia even for couple of hours!",135,"Different Atmosphere. Valencia is well-known with these structures.<br>Walking in this atmosphere is recommended to everybody who travels to Valencia even for couple of hours!"
"1343","rn234756343","Lydia C","Saint Pete Beach, Florida, USA","79 reviews","Amazing in so many ways!",5,2014-10-16,"As an architecture buff I have long admired Santiago Calatrava but was unprepared for the variety and magnitude of his work at the Ciudad. The name translates to the City of Arts and Sciences which sounds a bit formal and off putting. It isn't. I travelled there by city bus and could see the very distinctive shapes of the structures from a couple of bus stops away. I had to restrain myself and wait until the bus stopped in front of the Ocranographic at the far end of the complex. As its name implies, the Oceanographic is a huge Aquarium and also an underwater city incorporating the seven seas and all their inhabitants. There's also a cool gift shop. I especially enjoyed visiting the Agora, a huge open market place featuring an exhibit of the construction of the Ciudad. The space is large enough to hold more than one tennis court and it has indeed hosted a major tennis tournament. Walking across the Calatrava bridge took me back to Buenos Aires and his awesome Puenta de la Mujer. I stopped for a drink at the magnificent Opera House, formally named Palau de las Artes Reina Sofia (Queen Sofia's Palace of Arts) and enjoyed the cool breeze coming off the fountains lining the walkway to Prince Philip's Science Museum where kids of all ages are positively encouraged to become involved with all aspects of the scientific experience. Then there's the Umbracle, a weirdly named but architecturally fascinating narrow exhibition space that cleverly conceals the parking area. There's too much more to describe here. Each structure, on its own, would be an architectural masterpiece. There are at least 6 phenomenal buildings, each distinct from the others but each bearing Calatrava's distinctive style. Not to be missed. Kids will love it. Adults will marvel at different aspects. It would be an awesome adventure for 3 generations. It's possible to walk through the entire City, the Agora and Umbracle for free; the museums and Oceanografic have entrance fees. Best to purchase a ticket combining several attractions. Plan a full day or even 2. You won't be sorry.",135,"Amazing in so many ways!. As an architecture buff I have long admired Santiago Calatrava but was unprepared for the variety and magnitude of his work at the Ciudad. The name translates to the City of Arts and Sciences which sounds a bit formal and off putting. It isn't. I travelled there by city bus and could see the very distinctive shapes of the structures from a couple of bus stops away. I had to restrain myself and wait until the bus stopped in front of the Ocranographic at the far end of the complex. As its name implies, the Oceanographic is a huge Aquarium and also an underwater city incorporating the seven seas and all their inhabitants. There's also a cool gift shop. I especially enjoyed visiting the Agora, a huge open market place featuring an exhibit of the construction of the Ciudad. The space is large enough to hold more than one tennis court and it has indeed hosted a major tennis tournament. Walking across the Calatrava bridge took me back to Buenos Aires and his awesome Puenta de la Mujer. I stopped for a drink at the magnificent Opera House, formally named Palau de las Artes Reina Sofia (Queen Sofia's Palace of Arts) and enjoyed the cool breeze coming off the fountains lining the walkway to Prince Philip's Science Museum where kids of all ages are positively encouraged to become involved with all aspects of the scientific experience. Then there's the Umbracle, a weirdly named but architecturally fascinating narrow exhibition space that cleverly conceals the parking area. There's too much more to describe here. Each structure, on its own, would be an architectural masterpiece. There are at least 6 phenomenal buildings, each distinct from the others but each bearing Calatrava's distinctive style. Not to be missed. Kids will love it. Adults will marvel at different aspects. It would be an awesome adventure for 3 generations. It's possible to walk through the entire City, the Agora and Umbracle for free; the museums and Oceanografic have entrance fees. Best to purchase a ticket combining several attractions. Plan a full day or even 2. You won't be sorry."
"1344","rn234749080","LynneOcala","Ocala,Florida, U.s.","123 reviews","Amazing",4,2014-10-16,"Out of nowhere, these buildings appear. Each one was totally over the top. Did not go inside any, just admired the vastness and beauty. A nice mixture of buildings and water features.",135,"Amazing. Out of nowhere, these buildings appear. Each one was totally over the top. Did not go inside any, just admired the vastness and beauty. A nice mixture of buildings and water features."
"1345","rn234722944","amarza","Valencian Country, Spain","4 reviews","Great place",4,2014-10-16,"It's a great place. You can visit the new buildings of Opera, Science museum, Hemispheric and Oceanographic. You can walk around it and admire these magnificent art and also you can go into and enjoy it.",135,"Great place. It's a great place. You can visit the new buildings of Opera, Science museum, Hemispheric and Oceanographic. You can walk around it and admire these magnificent art and also you can go into and enjoy it."
"1346","rn234557954","Bengalcat2","","16 reviews","Amazing a must see!",5,2014-10-15,"Visiting this place was definitely one of my highlights of my holiday. Don't miss out on the cinema room where you lie down and u see the movie all around u shaped like a dome that was so amazing ! The Aquariam was breathtaking the fish the Sharks all so so Beauitful and the music in the back and the feeling of the whole place was fantastic. Visit f the Dolphins is a good idea too as they were super talented",135,"Amazing a must see!. Visiting this place was definitely one of my highlights of my holiday. Don't miss out on the cinema room where you lie down and u see the movie all around u shaped like a dome that was so amazing ! The Aquariam was breathtaking the fish the Sharks all so so Beauitful and the music in the back and the feeling of the whole place was fantastic. Visit f the Dolphins is a good idea too as they were super talented"
"1347","rn234556738","wrinkliesireland","County Wexford, Ireland","29 reviews","A gem for future generations",5,2014-10-15,"This area was a wonderful surprise. The combination of water and concrete, very simple with wonderful soft shapes, difficult for a layperson to describe but the feeling of being in a very special place. What an architect.",135,"A gem for future generations. This area was a wonderful surprise. The combination of water and concrete, very simple with wonderful soft shapes, difficult for a layperson to describe but the feeling of being in a very special place. What an architect."
"1348","rn234523748","Jolanvlinder L","","11 reviews","Nemo for adults",4,2014-10-15,"The museum for arts and sciences is a fun place to be. It combines scientific insides with hands on experience. You could play around with physics in a fun way.",135,"Nemo for adults. The museum for arts and sciences is a fun place to be. It combines scientific insides with hands on experience. You could play around with physics in a fun way."
"1349","rn234495827","sandrademoor","Zetten, The Netherlands","68 reviews","amazing architecture",5,2014-10-15,"Sandra, Travelagent: I have visited the C.A.C. during a tour around the city. we went there by bike - (bicycle tour, through tfhe turial-river which is now a beautiful park/walkway).. if you follow the river you end up at the CAC. the buildings have been put there to compete with cities as Barcelona and Madrid.. Ofcourse it is not old and historical; and they have cost a fortune.. - but still it is an amazing thing to see. You can only get how large the buildings are; once you actually visit them.. The contrast of blue water and white buildings is very pretty.. We have visited one of the buildings: the waterparc, which is great for kids with large fishtanks &amp; tunnels to walk through.. I have heard that the science museum in the CAC is great too.. When visiting Valencia; this place is a must-see.. you can take some great pictures there and cycling through this area is great. (there are several layers of buildings/walking bridges, so its nice to have a bike and have different views over the buildings.)",135,"amazing architecture. Sandra, Travelagent: I have visited the C.A.C. during a tour around the city. we went there by bike - (bicycle tour, through tfhe turial-river which is now a beautiful park/walkway).. if you follow the river you end up at the CAC. the buildings have been put there to compete with cities as Barcelona and Madrid.. Ofcourse it is not old and historical; and they have cost a fortune.. - but still it is an amazing thing to see. You can only get how large the buildings are; once you actually visit them.. The contrast of blue water and white buildings is very pretty.. We have visited one of the buildings: the waterparc, which is great for kids with large fishtanks &amp; tunnels to walk through.. I have heard that the science museum in the CAC is great too.. When visiting Valencia; this place is a must-see.. you can take some great pictures there and cycling through this area is great. (there are several layers of buildings/walking bridges, so its nice to have a bike and have different views over the buildings.)"
"1350","rn234462625","Niffu","Czech Republic","8 reviews","It is huge",5,2014-10-15,"It is huge, just from the outside. We spent more than 1 hour just watching at the structure of this buldings outside...absolutely worth visiting.",135,"It is huge. It is huge, just from the outside. We spent more than 1 hour just watching at the structure of this buldings outside...absolutely worth visiting."
"1351","rn234399457","linksmom","Tromso, Norway","123 reviews","Well worth a visit",5,2014-10-14,"We went there on a really hot day in October. Inside the buildings the temperature was to live with. We did not have the time to visit all the buildings, only the Principe Felipe museum. Enjoyed it very much. There`s a nice little cafe next to the entrance here where you can have a bite and a very good cup of coffe. If you are interested in architecture and photography, you will like this ""Citta"" very much.",136,"Well worth a visit. We went there on a really hot day in October. Inside the buildings the temperature was to live with. We did not have the time to visit all the buildings, only the Principe Felipe museum. Enjoyed it very much. There`s a nice little cafe next to the entrance here where you can have a bite and a very good cup of coffe. If you are interested in architecture and photography, you will like this ""Citta"" very much."
"1352","rn234331912","Eric P","Philadelphia, Pennsylvania","62 reviews","Amazing!!",5,2014-10-14,"All of the venues are really a treat architecturally, however the museum of Arts and Sciences is a little worn down, quite a few of the exhibits were broken or out of order.",136,"Amazing!!. All of the venues are really a treat architecturally, however the museum of Arts and Sciences is a little worn down, quite a few of the exhibits were broken or out of order."
"1353","rn234265117","MMadalena","Lisbon, Portugal","60 reviews","Splendid",4,2014-10-14,"Saddly we didn't had much time to walk around the buildings, so we drove around the city and were amazed by it's beauty.",136,"Splendid. Saddly we didn't had much time to walk around the buildings, so we drove around the city and were amazed by it's beauty."
"1354","rn234264946","BennyMalaga","Malaga, Spain","3,463 reviews","Wonderful Architecture",5,2014-10-14,"When you go to the City of Arts and Sciences, you feel very good because of the wonderful architecture. This is a very unique place in this world and it is a wonderful place to take photos. Everything is very clean and the artificial ponds are wonderful too.",136,"Wonderful Architecture. When you go to the City of Arts and Sciences, you feel very good because of the wonderful architecture. This is a very unique place in this world and it is a wonderful place to take photos. Everything is very clean and the artificial ponds are wonderful too."
"1355","rn234264070","Wilmacrictica","The Hague, The Netherlands","24 reviews","Calatrava special!",5,2014-10-14,"Valencia got a major attraction by means of these beautifully designed buildings grouped together in the river Turia bedding. Smart choice. I love the Calatrava designs, have to admit that I have not entered these buidlings (apart from the IMAX). Hope that they will be able to maintain them properly, saw that the Opera building already needs some patching up.",136,"Calatrava special!. Valencia got a major attraction by means of these beautifully designed buildings grouped together in the river Turia bedding. Smart choice. I love the Calatrava designs, have to admit that I have not entered these buidlings (apart from the IMAX). Hope that they will be able to maintain them properly, saw that the Opera building already needs some patching up."
"1356","rn234263113","BennyMalaga","Malaga, Spain","3,463 reviews","Enjoyable",5,2014-10-14,"This is the 4th time we go to the City of Arts and Sciences and we enjoyed it just as much as we did the first time. The architecture is wonderful. We first went to visit the Oceanografic, our favorite part of the complex. The dolphin show was extremely enjoyable. Later we went to the different parts of the complex and took wonderful photos of the buildings and artificial lakes.",136,"Enjoyable. This is the 4th time we go to the City of Arts and Sciences and we enjoyed it just as much as we did the first time. The architecture is wonderful. We first went to visit the Oceanografic, our favorite part of the complex. The dolphin show was extremely enjoyable. Later we went to the different parts of the complex and took wonderful photos of the buildings and artificial lakes."
"1357","rn234224257","srobert2","Deerfield Beach FL","57 reviews","For young families and students",3,2014-10-14,"In a beautiful ,stunning building I will say do not miss the outdoors and surroundings . The inside was not what I expected from a museum because many things are just hands on ,others not working , and very scarce one from the other. In the Midwest USA we have been in many museum like this for a better fee. But the architecture of building outside is the reason why you go there...the entrance fee is to steep for what is indoor.",136,"For young families and students. In a beautiful ,stunning building I will say do not miss the outdoors and surroundings . The inside was not what I expected from a museum because many things are just hands on ,others not working , and very scarce one from the other. In the Midwest USA we have been in many museum like this for a better fee. But the architecture of building outside is the reason why you go there...the entrance fee is to steep for what is indoor."
"1358","rn233880709","AnaCCSa","London, England, United Kingdom","14 reviews","beaut arquitechture",5,2014-10-12,"Beautiful! Nice to have a walk around, if you are travelling with your family, nice pictures can be taken with that amazing background.",136,"beaut arquitechture. Beautiful! Nice to have a walk around, if you are travelling with your family, nice pictures can be taken with that amazing background."
"1359","rn233863224","DannyA3579","Aventura, Florida","167 reviews","I was blown away",5,2014-10-12,"We were docked in Valencia for the day, so my friend and I took a walk around. The first thing you notice is the row of museums, along with the opera house and an aquarium. They are big and they are beautiful.<br><br>We decided to go into this museum and see what was there. WOW! I've got to say, I was totally blown away from the moment we walked in. There was so much to see and learn about. There are tons of hands-on displays and interactive exhibits. We even went to one of the shows, despite the fact that neither of us speaks much Spanish.<br><br>I think we spent about 4-5 hours in the museum and we still didn't get to see everything...but we sure saw a lot.<br><br>If you go to Valencia, you've got to check this museum out. The architecture alone is worth the visit. They even have a reflecting pool outside where guests can sit, relax, enjoy a snack, or even take a ride in a giant inflatable hamster ball. No kidding!<br><br>By the way, I think we paid somewhere in the neighborhood of 8 or 10 Euros for the Science Museum, but they have packages available for the other attractions too.",136,"I was blown away. We were docked in Valencia for the day, so my friend and I took a walk around. The first thing you notice is the row of museums, along with the opera house and an aquarium. They are big and they are beautiful.<br><br>We decided to go into this museum and see what was there. WOW! I've got to say, I was totally blown away from the moment we walked in. There was so much to see and learn about. There are tons of hands-on displays and interactive exhibits. We even went to one of the shows, despite the fact that neither of us speaks much Spanish.<br><br>I think we spent about 4-5 hours in the museum and we still didn't get to see everything...but we sure saw a lot.<br><br>If you go to Valencia, you've got to check this museum out. The architecture alone is worth the visit. They even have a reflecting pool outside where guests can sit, relax, enjoy a snack, or even take a ride in a giant inflatable hamster ball. No kidding!<br><br>By the way, I think we paid somewhere in the neighborhood of 8 or 10 Euros for the Science Museum, but they have packages available for the other attractions too."
"1360","rn233824793","GinayRafy","San Antonio, Texas","29 reviews","Peaceful and Beautiful Architecture",4,2014-10-11,"Nice if you are traveling with kids. In the pools outside they have rowing boats and huge balls the kids can get into and float inside it in the pool. There is lots of information even if you don't go inside the different museums. We just walked around and read about how they built the place. Impressive.",136,"Peaceful and Beautiful Architecture. Nice if you are traveling with kids. In the pools outside they have rowing boats and huge balls the kids can get into and float inside it in the pool. There is lots of information even if you don't go inside the different museums. We just walked around and read about how they built the place. Impressive."
"1361","rn233657440","Aleksander L","Ljubljana, Slovenia","69 reviews","Amazing public space",5,2014-10-10,"Amazing modern architecture in service of all people, residents and visitors! It must have cost a lot but it was worth it, maybe more effort should be put in to maintain it , with its vast mainly white surfaces.",137,"Amazing public space. Amazing modern architecture in service of all people, residents and visitors! It must have cost a lot but it was worth it, maybe more effort should be put in to maintain it , with its vast mainly white surfaces."
"1362","rn233622974","Caledonigirl","Glasgow, United Kingdom","42 reviews","Very Impressive, Don't Miss This.",4,2014-10-10,"As a whole, this huge project is enormously impressive. Even if you didn't go inside any of the buildings you would still be blown away by the architecture. And don't miss out going at night for photographs because the reflections make the buildings look even more spectacular. As far as attractions go we loved the aquarium (but the standalone restaurant needs to get real with its prices, we wouldn't go over the doorstep) and found the science centre rather dull and a bit like an airport lounge; it seems sterile inside. But, as a whole, this complex of buildings takes your breath away.",137,"Very Impressive, Don't Miss This.. As a whole, this huge project is enormously impressive. Even if you didn't go inside any of the buildings you would still be blown away by the architecture. And don't miss out going at night for photographs because the reflections make the buildings look even more spectacular. As far as attractions go we loved the aquarium (but the standalone restaurant needs to get real with its prices, we wouldn't go over the doorstep) and found the science centre rather dull and a bit like an airport lounge; it seems sterile inside. But, as a whole, this complex of buildings takes your breath away."
"1363","rn233408741","ADCASH","","20 reviews","Outstanding Architecture",5,2014-10-09,"You don't need to visit the art gallery or science museum themselves to be overwhelmed by the stunning architecture, just go and be amazed.",137,"Outstanding Architecture. You don't need to visit the art gallery or science museum themselves to be overwhelmed by the stunning architecture, just go and be amazed."
